ID,Answer
0,長劍
1,《諸羅縣志》
2,袁晁
3,柏林陸軍學院
4,長盤勝負
5,東北抗日義勇軍軍歌，其中由孫銘武
6,1874年
7,西漢的版圖向西擴張
8,郵政機關
9,有所更改，以醜化對方
10,周星馳
11,秀吉
12,無障礙環境
13,
14,2004年
15,硫-34
16,休伯特•漢弗萊
17,外面的部份溫度會比內部核心的低。主序星或巨星的核心溫度至少有107克耳文
18,經濟
19,100公里
20,愛爾蘭語，在英語中也稱為[UNK]、[UNK]、[UNK][UNK]或[UNK]，因此在漢語中愛爾蘭語
21,荷蘭
22,硫磺
23,塞爾維亞反對黨
24,數十年
25,拜占庭外交
26,拉丁文[UNK]
27,路加是希臘人
28,1964年
29,
30,文化大革命
31,阿普列尤斯
32,灣仔區
33,中國
34,英文
35,1964年
36,臺北市
37,白色
38,遊行示威
39,南人
40,南宋
41,萬尼瓦爾·布希
42,46億年
43,1925年
44,社會保障法規
45,第一教學樓
46,1929年
47,卓越的航天技術
48,1932年
49,大型購物中心[UNK]開幕
50,
51,工學部
52,1960年代
53,亞歷山大一世被刺殺
54,紐約市
55,基督教
56,阿爾法版本
57,100萬
58,新北市教育
59,愛心聖誕大行動
60,勃艮第公爵
61,中國國民黨
62,中生代侏羅紀
63,阿拉貢國王卡洛斯三世
64,熱帶雨林氣候
65,意圖完全擺脫漢朝的控制
66,李宗仁
67,東漢
68,噴射發動機為動力，擺脫螺旋槳在接近音速時的上限
69,弘治十二年
70,亞洲
71,1994年
72,德意志聯邦共和國
73,
74,聖方濟·沙勿略是西班牙籍天主教傳教士，也是耶穌會創始人之一，首先將天主教信仰傳播到亞洲的麻六甲和日本。天主教會稱之為「歷史上最偉大的傳教士」；是「傳教士的主保
75,交通運輸部
76,高麗大學校主樓
77,八角鼓
78,羽柴秀吉
79,俾斯麥
80,金泳三
81,1958年
82,靈魂
83,科龍港
84,蓋爾人
85,四次重差觀測術
86,西漢元封二年
87,隋滅南陳
88,佛教
89,
90,豐臣秀吉
91,三吳地區
92,英國
93,壓縮一些過高指標
94,武漢水利電力大學
95,
96,1934年
97,檸檬酸咖啡因治療。使用檸檬酸咖啡因療法
98,1876年
99,1949年
100,大象
101,1915年
102,1600年
103,異裂
104,美國
105,芝諾比亞
106,沈器遠棄城退駐光陵。此時多鐸部也已攻破平壤，與皇太極會師。一月三十日仁祖與王世子李[UNK]
107,蒙古族
108,佛學論書
109,北海道大學
110,歐登堡
111,三天
112,1944年
113,曼努埃爾二世
114,咸豐帝
115,哈林河
116,孟加拉
117,尹伊桑
118,中原
119,荷蘭語
120,威廉·洛厄爾·普特南
121,國務委員
122,坦尚尼亞
123,陳寅恪
124,刺殺
125,喃字
126,二千九百公尺
127,1939年
128,害怕德軍在東線戰線上沒有足夠兵力應付俄國。故此，他決定於西線調派多一些兵力到東線上應付俄軍，此決定令德軍於西線的進攻上遇到更多困難。為迅速取得西線勝利
129,福建林家
130,用來運貨
131,民主黨
132,西人黨
133,2013年
134,臺北
135,查莫洛人
136,杭縣
137,蘇聯國旗
138,蘇黎世協定
139,1941年
140,政府資助研究
141,點石齋畫報
142,南越地區
143,1988年
144,上吊方式
145,喬治麥高文
146,張仲景的醫學臨床著作《傷寒雜病論》；隋朝醫學家巢元方的外科手術著作《諸病源候論》；明朝醫藥學家李時珍的《本草綱目》；明代醫學家吳有性
147,
148,阿拉里克
149,德蘇戰爭
150,髒層
151,工業國家
152,1949年
153,就業保障制度
154,清光緒十七年
155,雕像
156,國共內戰戰況失利
157,未經國聯批准下合併
158,乙醚
159,太武帝
160,卡爾梅克人
161,1969年初，劉少奇患重病
162,63位
163,卡利克斯特三世
164,古希臘時代
165,盧安達語
166,香港九龍半島東面
167,孫中山
168,農業
169,網景通訊公司
170,1870年8月2日
171,1999年
172,《天淨沙》
173,二次大戰
174,公元68年
175,趙佗
176,莎草紙
177,岑智明
178,普法戰爭，在法國稱1870年法德戰爭，在德國稱德法戰爭，是普魯士為了統一德國，並與法國爭奪歐洲大陸霸權而爆發的戰爭。戰爭是由法國發動，最後以普魯士大獲全勝
179,公元前362年
180,創建強力政府
181,28歲
182,1948年7月
183,保加利亞
184,便利使用
185,10度
186,日本社會黨
187,第三世界國家
188,波士頓
189,1992年
190,網球正拍擊球
191,
192,明朝
193,文藝復興
194,2000年
195,2012年
196,考古
197,
198,森林
199,阿森納女子足球俱樂部
200,多黨制
201,居民
202,1920年
203,浮動匯率制度。從1953年到1973年，以計劃經濟制度，人民幣與美元有正式
204,多倫多
205,
206,彌爾
207,反貪污特警隊
208,艾瑪·史東
209,在時域上數學形式為連續函式的訊號
210,生命力與流動性
211,亞歷山大一世
212,義大利的威尼斯影展
213,海拔1000米以上的雲貴高原上，但也因同時受到其南部中南半島的海洋氣流影響，加上地理位置上正處在冬季於中國活躍的兩般高壓區之間的真空帶，故即使西雙版納全年固有清涼
214,新北市
215,聯盟合作
216,釣魚臺列為自身領土，並且進而引起有關海上疆界劃定的爭端。其中中華人民共和國與中華民國認為早在1534年明朝
217,克孜勒
218,主持一線工作
219,好在歷史是人民寫的。他的病本非難症，只因治療不及時，引起多種併發症。特別是中共高層通知[UNK]不宜透視、拍片、會診，不久又將北京來的人員和藥品全部撤回
220,美觀
221,科學園區
222,西部地區
223,1982年
224,宣宗末年
225,部落最高領袖或皇帝
226,斯洛伐克布拉迪斯拉發
227,國立廣東大學
228,發明家
229,2006年
230,沒有
231,器官
232,1262年
233,荷蘭東印度公司
234,三倍
235,耗盡了核心的氫燃料，質量大於0.4太陽質量的恆星，會膨脹
236,颱風
237,2016年
238,1968年
239,世界第六
240,年輕的大學
241,武隆區
242,萬神廟
243,阿美族
244,黑死病
245,2007年
246,
247,由於據傳在與比提尼亞國王的性行為中處於被動地位
248,2009年
249,夏曼
250,溥[UNK]
251,創始人
252,決勝局必定是單數局
253,國民黨中央政治會議議決將廣東省省務會議改組成廣東省政府委員會
254,韓國遊戲
255,1951年
256,漢語拼音方案
257,1984年
258,地面車站
259,布倫瑞克造型藝術學院
260,法蘭西第二帝國
261,商業
262,
263,利用小型雷達測距儀追蹤目標的距離，協助飛行員找到最佳射擊時機，提高一般飛行員的命中率
264,哥白尼日心說
265,缺氧狀態
266,
267,明朝
268,1848年
269,1954年
270,1998年
271,韓國
272,《南華早報》
273,麻痺嗅覺神經
274,佛像
275,阿聯
276,灣仔發展計劃第二期
277,裝甲部隊
278,田川氏
279,天狼星
280,自律心肌細胞喪失了收縮性，但它們和工作心肌細胞
281,1985年
282,德語地區
283,離島機場
284,1237年
285,東羅馬
286,傅亮
287,奧地利
288,
289,1654年
290,清代
291,美川王
292,梁啟超
293,日本
294,1954年
295,太陽運動
296,諸葛長民
297,細胞外的鈣離子
298,383年
299,羅納爾迪尼奧
300,慕容垂
301,火山活動
302,利奧三世
303,拉丁字母
304,要提升飛機的飛行安全，降低因為鋼纜或者是滑輪等裝置失效導致失去控制的問題
305,丁基羥基甲苯
306,中緬大戰
307,斯德哥爾摩
308,第三紀中新世
309,中華民國
310,高麗時期
311,靳雲鵬
312,1958年
313,南極條約協商會議
314,1083種
315,曹魏故都智慧之旅
316,
317,布爾什維克革命
318,民主黨
319,邊沁
320,紅色
321,1928年
322,期貨合約
323,十多個
324,300美元
325,楊宇霆
326,民國33年黔南事變後，經時任中國陸軍總司令何應欽的推薦，楊森於民國34年1月調任貴州省政府主席。楊森在貴州當政期間，提出了「建設新貴州」的口號，並大力發展體育事業
327,元世祖
328,力自行車
329,數學
330,中華人民共和國湖北省中部
331,經濟
332,阻塞維持的時間
333,朱一貴
334,愛爾蘭語
335,正確的發球中，發出的球應該越過球網，並落在球網另一側斜對角發球區中的任意一點。如果球觸網但依然落在斜對角的發球區，則構成觸網，應該重新發球。如果球落網
336,銃炮
337,1959年
338,1980年代
339,凱·艾維
340,
341,1980年
342,《聖經》拉丁文譯本，由耶柔米自希伯來文
343,第一心音
344,2010年
345,武漢
346,1868年
347,托土拉島
348,美國
349,倫敦大學
350,騎山路
351,岡底斯山脈西段群山
352,1973年
353,維吾爾人無異。烏孜別克族源是粟特人和突厥
354,三菱重工業長崎造船廠
355,南斯拉夫人
356,民主制度的恢復
357,硫礦
358,丹尼索瓦人混血
359,忽必烈
360,中國
361,2003年
362,拉直
363,波蘭
364,1954年
365,韓國
366,維京戈達島
367,1964年
368,史都華
369,1910年
370,突厥語族
371,沙阿摩訶末時期崛起
372,1958年
373,2011年
374,激進組織
375,巴爾的摩市
376,彰化市
377,社團部
378,
379,電子郵件
380,元武宗
381,楊浦區大連路的地鐵站2號口，即電影《風雲兒女》的拍攝地的上海國歌紀念廣場
382,2005年
383,器官移植手術
384,《禁書目錄》
385,
386,雙循環泵功能
387,1809年
388,德國和日本國內市場狹小而無法發展
389,民國32年
390,害怕德軍在東線戰線上沒有足夠兵力應付俄國
391,
392,盟旗制
393,爭取速度上的優勢。這些戰鬥機是最初使用噴射發動機為動力，擺脫螺旋槳在接近音速時的上限
394,國家起源說
395,路易·巴斯德
396,中部科學園區
397,宣統三年九月十九日
398,1991年
399,文學體裁
400,第二次工業革命
401,突厥語
402,
403,坎貝爾式
404,13小時。生過孩子的母親則平均是8小時
405,樂壇女王
406,民國16年南京國民政府進駐後，道制才正式廢止。民國18年
407,國立廣東大學
408,亞伯拉罕諸教
409,六億七千多萬美金
410,妖怪
411,專家
412,中文
413,硫化物沉澱時根據溫度的不同硫-34
414,非常混亂
415,阿爾泰語系
416,清太宗皇太極
417,信陽市
418,7000名
419,准將
420,日冕
421,科技
422,媽祖
423,鮑德溫伯爵
424,計劃委員會
425,15米
426,蘇丹南部
427,雲騎尉
428,
429,李承晚
430,太陽
431,那拉氏
432,辛酉政變
433,銅的礦物
434,統一企業
435,1月1日
436,生物學
437,陳誠
438,孫中山
439,德國單獨媾和
440,德國工業的控制權
441,中原大戰
442,1978年
443,天皇
444,731
445,摩斯科格族
446,嘉義市
447,經濟作物也有較大發展
448,肺呼氣機制
449,五角星
450,
451,航海工業和航海貿易中心
452,阿29
453,力自行車
454,中共中央政治局常委會
455,1945年
456,直播人類
457,巴士公司
458,盟旗制
459,臺南州
460,腓力二世
461,南緯
462,一次大戰
463,大滿貫男子單打比賽
464,中華人民共和國
465,保守派
466,昇陽電腦公司
467,《全唐詩》
468,1912年
469,1982年
470,七年
471,荷蘭共和國
472,貝爾實驗室
473,梁朝偉
474,吳三連
475,1917年
476,米勒
477,1月8日
478,掃雷艇部隊
479,哈丹於遼東高麗一帶游擊
480,
481,民國3年
482,德意志民主共和國境內的電視台和廣播電台
483,波你尼
484,民族大融合
485,線傳飛控
486,光明星4號」衛星
487,烏孜別克人
488,2555公里
489,國共內戰，又稱國共戰爭
490,[UNK][UNK]
491,茲維亞德·加姆薩胡爾季阿
492,路面電車
493,反艦導彈
494,荀子
495,明清兩朝的武官官職軍階名稱，實施期間約為14世紀末至20世紀初。該名稱於明朝為武職虛銜差遣，由勳爵兼任，公侯超品；相對文官虛銜為總督，為部堂官的差遣。清朝
496,1935年
497,大台北都會區，兩城市交流密切。「雙北合作交流平台
498,上天
499,中國政法大學
500,瓜拿納
501,二戰時期
502,水冰
503,
504,民國4年
505,馬麗娜·甘巴
506,1992年
507,政治主張經興
508,呂訥堡石楠草原南部的貝爾根
509,太白
510,靖難之役
511,財富
512,低稅賦
513,小選舉區制
514,科索沃
515,抗議活動
516,自由放任
517,生化武器
518,四年
519,段祺瑞
520,喬治麥高文參選，麥高文以他鮮明的反戰立場為號召，主張立即從越南撤軍，並保障所有美國人的最低收入。麥高文試圖對抗尼克森
521,副熱帶季風氣候區
522,1902年
523,振幅最大點
524,向海
525,籃子貨幣
526,小型雷達測距儀
527,2002年
528,天然氣
529,軍事冒險主義
530,學習
531,整理遺產
532,雄性
533,經濟建設
534,《實業部組織法》
535,鮮蝦腸粉
536,殖民政策
537,帕吉勒提河
538,西南美麗的地方
539,「天
540,開羅
541,1932年
542,榮茂
543,1955年
544,紐約市和墨西哥城後第三大市營公交系統。運輸局
545,公元前一世紀
546,柵欄
547,1898年
548,法國民意
549,保羅•狄拉克
550,太武帝
551,健康寫實電影
552,1956年7月
553,矮星
554,古生代晚期的大陸位置相當不明確，而科學家已能大致推算出中生代的各大陸位置。在中生代
555,伊爾庫茨克國立大學
556,泰赤烏
557,
558,1789年
559,兩個
560,臺灣省臺北市
561,日占時期
562,藝聲
563,馬[UNK]兼任首任局長，中共中央紀委常委屈萬祥
564,總兵官
565,阿普列尤斯
566,哈大客運專線
567,漢魏故城
568,自然科學
569,反文化運動
570,英國
571,李嵩
572,轟炸機
573,小型雷達測距儀
574,義大利
575,東部
576,延髓的耳蝸核
577,刺史
578,18個
579,至元二十九年
580,自由派
581,朝鮮半島中部的鐵嶺和慈悲嶺一帶，北到西伯利亞
582,陶瓷
583,1980年代
584,阿爾薩斯
585,密西西比文化農業
586,1918年
587,
588,9年
589,玫瑰盃[UNK]
590,1941年2月1日
591,101公里
592,國務院常務會議
593,20倍
594,喬治亞共和國
595,1943年
596,加強納戈爾諾-卡拉巴赫自治權
597,阿普伽
598,聯邦制
599,韓國
600,有民權運動
601,希臘軍事獨裁者
602,瀕危物種
603,越戰
604,公民權
605,大力宣傳提倡智慧地使用冷氣
606,極端大陸性氣候
607,金華
608,1928年
609,定向天線
610,霍布斯
611,1897年
612,東莞縣
613,南漢宸為主任的中國人民銀行籌備處
614,市場分析
615,滬寧鐵路
616,2005年
617,家庭喜劇片
618,同性婚姻
619,婦女
620,
621,
622,史彌遠
623,自由民主黨
624,傳播色情
625,電穿孔細胞
626,大連
627,第五區
628,最古老的活躍軍事單位
629,1982年
630,漢武帝
631,東地區
632,譴責外蒙古企圖分裂中華民國
633,義大利
634,西方文明
635,東晉常[UNK]
636,1936年
637,預言
638,非商用
639,五桂山
640,
641,嘉義市
642,製造業
643,29個
644,
645,10月23日
646,人傳
647,漢字詞
648,第二次世界大戰
649,5000噸級
650,威尼斯
651,2015年年底
652,古漢語
653,22年
654,阿列克修斯·杜卡斯
655,霍諾里烏斯
656,喜馬拉雅山脈
657,1937年
658,1964年
659,世宗大王
660,油氣開發
661,外太空
662,明孝宗
663,阿圖什地方
664,第一區
665,
666,照射紫外線
667,九一八事變
668,春秋
669,史前人類宗教信仰和習俗的總稱。更具體的，包括舊石器時代、中石器時代、新石器時代和青銅時代的宗教。西方殖民主義
670,閩江口
671,1899年
672,牟定縣
673,尼布楚條約
674,中央窩
675,君士坦丁·波菲洛格尼圖斯
676,「殖民主義
677,代達爾豪斯
678,6萬平方千米
679,2000公厘
680,調動人民勞動的積極性
681,約翰•布瑞肯里奇
682,赤城鎮政府街1號
683,纖維心包
684,羅非魚
685,潘普洛納
686,法國阿爾卑斯山礦泉
687,1848年
688,臺灣府志
689,帕拉蒂
690,第265任
691,一盤中戰至6比6
692,39年
693,錯誤印刷
694,傑伊條約
695,超新星
696,全斗煥
697,2007年
698,[UNK]公開賽
699,索馬利亞政府司法系統
700,382年
701,軍隊編制問題
702,劉銘傳
703,韓國
704,過境時辦理簡單的手續，西方遊客需支付5西德馬克的簽證費用，而西柏林居民則是免費的。然而東德政府可以毫無理由地拒絕任何入境申請。在1980年代
705,梁朝偉
706,1923年
707,畢達哥拉斯
708,2014年
709,湘西土家族苗族自治州
710,劉表
711,中果咖啡低。咖啡也含有痕量的茶鹼
712,東晉
713,李定國
714,大台北都會區
715,醫學領域
716,《新基本法令》
717,1962年
718,洪武三十一年
719,越南
720,奧匈帝國
721,
722,白矮星
723,咖啡因
724,司馬元顯下令討伐荊州刺史桓玄，並以劉牢之為前鋒。桓玄率軍兵臨建康時，劉裕請求進攻，但劉牢之不肯，反而想叛歸桓玄。劉裕當時與何無忌極力諫止但都無效，劉牢之終向桓玄請降，桓玄亦順利消滅司馬元顯
725,階梯狀
726,漳州人
727,6個小時
728,1853年
729,良好行為
730,
731,90年代
732,金正恩
733,第5
734,威廉·莫里斯
735,西班牙瓦倫西亞
736,1787年
737,王保保
738,復仇之名
739,1898年
740,守舊派
741,中華人民共和國
742,端敬王后
743,中生代
744,約瑟普•布羅茲•狄托
745,中國共產黨
746,從未修改國會選區
747,抑制人口增加而實行的計劃生育
748,蘇聯遠東軍
749,中華人民共和國國務院
750,維多利中心
751,恆星
752,
753,推行反共政策
754,
755,日本
756,分子雲內部
757,鮮卑部落
758,鮑德溫伯爵
759,1916年
760,1939年
761,東三省陸軍講武堂
762,巴黎條約
763,1970年
764,麥迪遜分校
765,乾燥
766,麻赫穆德·喀什噶里
767,奢侈品
768,資格賽
769,周駿龍，又名攀龍，字雲門，後改名起魁，在清咸豐年間跟隨二哥周昂駿北上淮安，隨館學幕，並在此定居。生父周劭綱，生母萬氏
770,民國16年
771,公元前三世紀
772,三監之亂
773,周恩來
774,馬略
775,至元十三年
776,
777,1970年代
778,圖西族
779,聖餐持紀念說
780,自殺罪
781,《三國志》
782,木星
783,長沙太守
784,凝固
785,2002年
786,上海
787,比利時
788,濃硫酸
789,
790,兄弟國的盟約
791,2010年
792,
793,1979年
794,義大利
795,農業
796,卡拉恰伊湖
797,趙昀
798,東羅馬帝國
799,南京市
800,共和黨
801,皇龍寺
802,二戰
803,1976年
804,上海
805,1949年
806,
807,群婚轉向對偶婚
808,1946年
809,礦產資源
810,宣宗末年
811,1986年
812,隆武帝
813,第一次世界大戰
814,孫叔敖
815,托爾金
816,雙汗制
817,第265任
818,半軍事管制
819,原中華全國體育協進會
820,外在的因素造成光度的變化，像是食雙星，還有極端的情形是由恆星自轉
821,
822,1956年
823,《產假和保護婦女兒童權利法》
824,投資環境轉差
825,太平洋艦隊潛艇部隊
826,韓國史書，公元前37年，扶餘王子朱蒙因與其他王子不和，逃離夫餘國
827,人民頻繁的遷移
828,四世紀
829,網際網路版權問題的存在，往往被禁止的作品可以在網上免費收看。對於境外節目，當局有一套嚴密的制度用以保證阻止國外的「不良內容」進入，對境外落地的信號實施地面頻道干擾
830,
831,英國
832,1927年
833,南陳
834,
835,西區門戶計畫」、捷運機場線等國際工程實施
836,相約成俗
837,1940年
838,妖怪學
839,1987年
840,[UNK][UNK]
841,松溪河、清漳河、濁漳河；西部主要有瀟河、烏馬河、昌源河、惠濟河、龍鳳河、靜升河。汾河
842,漢卿
843,張學良
844,陳平順
845,主序帶
846,厄德
847,整個站體都位於天橋上的車站
848,2007年
849,外蒙古等五國申請加入聯合國
850,金石並用時代
851,足利義昭
852,朝鮮白頭山
853,蘇維埃當局
854,2014年
855,羅馬帝國
856,重力
857,路加是希臘人
858,生物演化
859,1988年
860,韓國
861,祖沖之
862,圖西族
863,查爾斯•埃卓恩•拉迪斯拉斯•狄拉克
864,阿瓦魯阿
865,廉興
866,基因特質
867,印地語
868,貝拉明
869,康熙帝
870,農民
871,第二產程
872,民國43年
873,學科專業
874,中國科學技術大學校長管惟炎、中國科學技術大學副校長
875,咖啡因
876,
877,金正日
878,一日生活圈
879,美西戰爭
880,尊漢思想
881,蒂羅爾
882,伊俄」
883,連鎖體系、24小時營業、面積小、開架式販售等特質。密度為平均每2300人
884,「1910年革命
885,犬戎滅，所以曾協助周平王把首都遷到洛邑
886,馬可波羅
887,杜慧度
888,憲政改革
889,英國
890,斯塔福德郡
891,義熙十四年
892,劉少奇
893,2002年
894,
895,草木或者動物等改變成為的精怪
896,東德使館
897,波蘭
898,德國統一
899,黑洞。聯星和多星系統
900,顯微注射
901,馬可波羅
902,新羅馬
903,上海鐵路局
904,離岸人民幣
905,《倫敦條約》
906,第四次迦太基大會
907,
908,恆星風
909,溫尼伯分基地
910,北緯46度58分至47度52分，東經126度
911,1950年代
912,文藝復興運動
913,性犯罪
914,文藝復興式
915,漢高祖建立西漢
916,1590年
917,德國統一
918,
919,柏林國際廣播電台
920,望遠鏡
921,1584年
922,都水監
923,丹尼爾·邁耶
924,內容和形式上，都嚴肅地出現
925,2000年
926,一個
927,1月1日
928,1884年
929,
930,黑龍江工業門類以重工業為主，是中國重要的機械、石油、煤炭、木材和食品工業基地；哈爾濱、齊齊哈爾、大慶是主要的工業中心，大慶油田
931,私立大學
932,歐登堡的邦立圖書館
933,華僑的聚集所在
934,李[UNK]
935,林紹良
936,汪大淵
937,英語
938,[UNK]稻
939,宋真宗
940,120%
941,茂文·李洛埃
942,9月
943,可汗朝
944,唐德剛
945,路易十四
946,韓國
947,0.07個
948,閩南人
949,民國28年
950,李煥之
951,公共汽車
952,
953,石排灣
954,正教
955,八角鼓
956,歐洲鋼鐵產量會下降
957,文化大革命
958,1642年
959,徐載弼
960,蒙哥
961,德魯修斯
962,芝加哥大學，簡稱芝大，位於美國伊利諾州芝加哥，是世界著名私立研究型大學，常年位列各大學排行榜世界前十。芝加哥大學
963,船業
964,噴射發動機
965,紐格威森林
966,2012年
967,斐迪南·德·雷賽布
968,戴克里先
969,166年
970,科學
971,市場經濟
972,1963年
973,亞歷山大六世
974,1789年
975,周恩來
976,20世紀60年代到70年代初
977,1958年
978,西晉
979,涵元門
980,趙翼
981,漢文
982,12次
983,科學社會學
984,1138公頃
985,《中華人民共和國村民委員會組織法》
986,荷蘭
987,聯合國專家
988,唯一一位自導、自演的都能奪金像獎的一位演員，成功奪得影帝最佳男主角寶座
989,內陸地區
990,政府官方的反對派
991,白[UNK]紀滅絕事件
992,毒品
993,異端邪說
994,1252年
995,元朝
996,1932年
997,1972年
998,鐵製蒸汽船
999,馬麗娜·甘巴
1000,環境保護主義
1001,詹姆士·麥迪遜
1002,1946年
1003,蘇聯紅軍
1004,柏卡牌相機
1005,1991年的大選
1006,甘迺迪政府學院
1007,矮星
1008,修道主義
1009,1999年
1010,亞歷山大漢密爾頓
1011,中國
1012,1960年
1013,
1014,
1015,預付
1016,北京市
1017,100萬到1兆倍
1018,發動機
1019,匈奴
1020,9月2日
1021,世爵制度
1022,增強基因靶向，工程化核酸酶
1023,伊薩克二世
1024,馬克西米安
1025,外部刺激
1026,麥克阿瑟
1027,
1028,武漢行營副主任
1029,躲避戰亂
1030,江東朝貢十多次，史書記載有五位倭王，是為倭五王；百濟在劉宋後期與江東的關係更形緊密，似乎結成軍事同盟，共抗北魏。因為469年北魏
1031,16倍
1032,狄拉克
1033,落實外交政策
1034,1823年
1035,漢字詞
1036,三人團
1037,
1038,166年
1039,荀子
1040,集團軍
1041,半日制學堂
1042,網際網路版權問題
1043,愷撒
1044,韓語
1045,倫敦
1046,佛教
1047,烏爾蘇拉
1048,1964年
1049,南方超大陸岡瓦那大陸
1050,儘快統一
1051,挪威
1052,南北戰爭
1053,馬西米連諾遇害，另一件事是?[SEP]1865年，美國內戰結束，聯邦取勝。美國政府作出實際行動，支持反抗軍，除了向他們提供武器之外，美國政府還派遣戰艦到墨西哥海域設立封鎖線，以防法國駐軍得到支援。持續不斷的游擊戰
1054,南華縣
1055,英國
1056,李紳
1057,路面電車
1058,四帝共治制
1059,
1060,1939年
1061,唐軍攻陷高句麗長安城後，唐史學家
1062,劉表
1063,慶元
1064,軍事委員會北平分會副委員長
1065,英美法系
1066,石油危機
1067,秦朝與漢朝
1068,奧斯陸峽灣
1069,1920年
1070,硫代硫酸氨
1071,《金雲翹傳》
1072,89萬人
1073,
1074,1627年
1075,區域性污染
1076,西班牙維京群島合稱為維京群島。英屬維京群島
1077,唐生智
1078,夏季
1079,臺灣新北地方法院
1080,戴克里先
1081,6世紀
1082,24所
1083,甘肅省
1084,決勝局
1085,
1086,耶穌會
1087,一個
1088,破四舊」
1089,三次
1090,為了獲得大寧地區的駐牧權
1091,梵語
1092,張學良
1093,
1094,雲南省第二殖邊督辦公署
1095,明清兩朝
1096,1968年
1097,各國海軍
1098,1932年
1099,吉田定房
1100,世稱恭順
1101,河川
1102,抗日戰爭
1103,財產資格限制
1104,
1105,汗位取得不合法
1106,奧東·德拉羅什
1107,灣仔北」發展區
1108,帕塔普斯科河
1109,1945年
1110,義熙十一年
1111,政府資助研究項目
1112,芬蘭的赫爾辛基
1113,《紅番區》
1114,羅馬帝國
1115,1801年
1116,辛亥革命
1117,邱行湘
1118,合會朱陸
1119,幾個
1120,阿拉伯半島
1121,
1122,香港
1123,君主
1124,天下人
1125,日本
1126,提姆·柏內茲李
1127,朱序
1128,價水平上漲
1129,教育產業化
1130,1992年與大韓民國建交
1131,康拉德·阿登納
1132,東北亞
1133,聖奧古斯丁
1134,公元185年
1135,弱勢群體
1136,大正天皇
1137,天使路為少年班學院樓前的道路，因種植路旁的國槐上棲息大量灰喜鵲，行人至此常常「中彈」而得名，因避俗而用諧音字命名該道路為「天使」路。與該路交叉的位於第一教學樓後側的「勤奮路
1138,
1139,義輝
1140,美國總統選舉
1141,中華人民共和國衛生部
1142,印度教巴克提派
1143,斯拉夫人
1144,第4
1145,聯邦制
1146,1799年
1147,英國
1148,蘇黎世州
1149,洪武三十一年
1150,德國
1151,1909年
1152,民國36年
1153,50元
1154,新臺灣人服務團隊」分散了泛國民黨支持者的票源，最終由民進黨的陳水扁、呂秀蓮以2.5%的勝差比例當選中華民國第十任正、副總統
1155,2次
1156,秧苗
1157,南卡羅來納州
1158,劉少奇
1159,卡加梅
1160,知名
1161,天城體
1162,[UNK]
1163,財務報表
1164,自然
1165,海軍中尉
1166,德川家康
1167,空對地飛彈
1168,1836年
1169,農業省敘利亞
1170,上海
1171,德里克·羅勃茲
1172,伊斯蘭教
1173,地球生態系統服務對人們的恩典
1174,哥廷根亨德爾國際音樂節
1175,滬昆高速公路
1176,第二產程
1177,法國
1178,歐幾里得
1179,本頓
1180,通州張家灣
1181,青春勵志片
1182,《血盟救國軍軍歌》
1183,廣州
1184,聽診器
1185,試圖在保守派和自由派之間取得平衡
1186,唯泰主義
1187,印度到雲南一帶。自從1970年代
1188,《海峽兩岸服務貿易協議
1189,阿速特部
1190,自由主義
1191,1874年
1192,聲音
1193,日式西點
1194,李克強
1195,河東道
1196,語言。這些因素使得關於全球資訊網讓地球融為地球村的觀點受到挑戰。隨著大量的免費網路首頁伺服器
1197,米利都
1198,自然環境
1199,韓國
1200,國共合作
1201,63個
1202,46公里
1203,公元第二世紀
1204,佛羅倫斯聖十字大殿
1205,八千多年前
1206,廈門市
1207,1889年
1208,五胡十六國
