ID,Answer
1209,發展局
1210,極端稀薄
1211,北京電視台
1212,[UNK]州縣
1213,十月革命
1214,德國空軍在二次世界大戰展開之際是站在領先各國的地位上，而英國
1215,美國大學協會
1216,義務教育
1217,郭松齡
1218,開京
1219,美國大蕭條時期
1220,為了解決元成宗時期的財政危機
1221,伊薩克
1222,明文
1223,蔣介石
1224,全印穆斯林聯盟
1225,通古斯人壓力
1226,喇嘛教
1227,鎌倉時代
1228,光球層
1229,建設中國特色社會主義
1230,劉裕
1231,阿里烏教派
1232,鮑德溫伯爵
1233,佛教
1234,中世紀
1235,東正教
1236,臺灣民主政治第二次政黨輪替。2009年8月，莫拉克颱風侵襲臺灣而發生嚴重水災，使中南部與東部蒙受巨大損失。同年7月16日至26日，於高雄市舉辦「2009年世界運動會」；臺北市
1237,鄧小平
1238,米洛舍維奇政權倒塌，溫和派領導人科什圖尼察上台。南斯拉夫聯盟隨即重新加入聯合國
1239,武陵
1240,殺蟲
1241,法國大革命
1242,自由韓國黨
1243,改革安理會否決權
1244,二十世紀
1245,積極進攻
1246,加拿大
1247,1898年
1248,「義大利汽車之都
1249,
1250,
1251,提供鐵路列車動力
1252,聖喬治拉丁文學校
1253,23年
1254,1948年12月1日
1255,武宗系
1256,修改土地稅法
1257,魏博拉盧比民達行業工會
1258,文章奧府
1259,不考慮
1260,尚吉巴
1261,瓊州海峽
1262,安德魯約翰遜
1263,普林斯頓大學
1264,6世紀
1265,釣魚台國賓館
1266,伊達政宗
1267,發展出來
1268,民國15年
1269,中銀監
1270,希洛克勒斯
1271,約翰·莫根
1272,臺灣
1273,第二代
1274,日美神奈川條約
1275,北京市
1276,晶體狀態
1277,哈利里德
1278,低可偵測性
1279,柏拉圖
1280,波蘭人
1281,六四事件而大受衝擊，1990年發生了907事件，1994年千島湖事件
1282,失敗
1283,[UNK][UNK]的腳踏車狂熱份子[UNK][UNK]，建議[UNK]將這類型的改良式
1284,《那一夜，我們說相聲》
1285,二人
1286,1880年
1287,官方出版物
1288,八月
1289,唐納德·赫布
1290,廣州話
1291,威爾特·張伯倫。張伯倫
1292,粳稻
1293,挪威
1294,1800個
1295,中國郵政集團公司
1296,清朝沒有誠意
1297,我們是一個民族！」
1298,尼古拉·奧斯特洛夫斯基
1299,福島縣會津地區
1300,1913年
1301,土地撥贈法案
1302,德魯修斯
1303,洛杉磯快艇
1304,天花病
1305,牡丹峰樂團
1306,印度
1307,3座
1308,周敦頤
1309,海因利希・弗格勒
1310,朱利烏斯·凱撒
1311,「豫」
1312,1919年
1313,海拔1000米
1314,亞歷山大·羅德
1315,排灣族
1316,牛津大學
1317,普選制度
1318,世宗大王
1319,2015年
1320,1969年
1321,民主黨
1322,水田
1323,過去之一綱一本
1324,488年
1325,病態賭徒
1326,全國人民代表大會
1327,外太空
1328,黃庭堅
1329,雅爾達協定
1330,奧地利
1331,1913年
1332,東南亞
1333,鐵
1334,拿破崙
1335,廣東省
1336,[UNK]
1337,羅馬法
1338,心理學
1339,希臘
1340,拉丁字母
1341,《[UNK][UNK]條約》
1342,詹姆斯·史都華
1343,主權
1344,24英吋克拉克望遠鏡
1345,生物質
1346,秘書處
1347,就地掩埋稻草，除不會製造空氣汙染
1348,66種
1349,類比訊號
1350,印度
1351,錐細胞
1352,人口眾多
1353,威廉二世
1354,遵義會議
1355,《我於青春無悔》
1356,君士坦丁大帝
1357,美國國家草地網球聯盟
1358,8月26日
1359,阿爾法版本
1360,李景隆
1361,外交手段
1362,1887年
1363,2008年歐洲足球錦標賽是第十三屆歐洲國家盃，於2008年
1364,畢達哥拉斯
1365,2010年
1366,1918年
1367,阿普伽新生兒
1368,
1369,被明朝擊退
1370,大韓帝國
1371,2012年
1372,生物動力學
1373,印度洋暖濕氣流
1374,太白山脈
1375,孫寶琦
1376,上限
1377,民國十八年至二十六年間
1378,太白山脈
1379,一萬兌一比率
1380,10名
1381,東北停戰協定
1382,1996年
1383,1985年
1384,公元前1世紀
1385,顯示自己的獨立自主
1386,公元前三世紀
1387,
1388,1971年
1389,1997年
1390,牛津大學默頓學院
1391,庭園營造大師，曾設計明治神宮內外苑。張學良所住的是球場南側的軍官俱樂部屋，為一棟兩樓層日式建築，因為外牆是白色被稱為「小白宮
1392,越南
1393,1914年
1394,濱井信三倡議，廣島市獲日本議會宣告為「和平都市」。所以，廣島市越來越受國際注視
1395,2300多種
1396,能夠當做燃料
1397,女性
1398,40倍
1399,1953年
1400,白色
1401,1856年
1402,鳳伽異
1403,反革命事件
1404,王光美
1405,理察·科伯恩·麥克勞林
1406,西德
1407,1624年
1408,45％
1409,江青
1410,奈及利亞
1411,亞洲
1412,1979年
1413,0.4太陽質量
1414,農田
1415,人文風情
1416,2013年
1417,1973年
1418,英國在印度的統治，成為了大英帝國在印度過去數十年的統治下，社會政治政策將矛盾在1857年激化到頂點。這次起義以前，英國殖民當局曾平息了多次騷亂和部落衝突
1419,中國江蘇淮安，祖籍浙江紹興。中國共產黨及中華人民共和國主要黨和國家領導人之一，中國人民解放軍創始人之一，中國無產階級革命家、政治家、軍事家、外交家。周恩來畢業於南開中學，早年短期留學日本明治大學
1420,科學家
1421,10萬人
1422,元成宗到元惠宗
1423,抗佝[UNK]病
1424,馬來-玻里尼西亞語族
1425,
1426,哈雷彗星
1427,控制意識型態
1428,拉丁文
1429,元代
1430,43人
1431,限制性消化
1432,司馬元顯
1433,麻豆
1434,三層神經細胞和兩層
1435,麻赫穆德·喀什噶里
1436,中國共產黨
1437,療養地點
1438,1994年12月1日
1439,最高榮譽大獎
1440,錫克教
1441,1986年
1442,開拓史》
1443,百越族
1444,省級公園
1445,哈利里德
1446,伊斯蘭文化
1447,徐樹錚
1448,太祖
1449,網球場宣言
1450,阿內加達島
1451,雷達吸波收材料
1452,外國不可能介入內戰
1453,南朝鮮
1454,關島原住民
1455,僱傭保險
1456,日本
1457,大學
1458,九龍灣
1459,衡陽鐵路管理局
1460,佛教
1461,陳朝
1462,阿克爾自治市
1463,有色人種
1464,約瑟普•布羅茲•狄托
1465,漢諾威
1466,中央電視台高清綜合頻道
1467,劉備則攻下了荊州南部的長沙、桂陽、武陵、零陵四郡。後孫權將南郡借給劉備。同時在建安十五年，孫權取得了交州。在劉備取蜀之後，孫權謀求奪取荊州
1468,蘇蒙修好條約》
1469,史學
1470,心室底壁組織
1471,1662年南明延平郡王鄭成功領兵渡海打敗荷蘭東印度公司軍隊起，經鄭氏三代統治南臺灣至1683年降清為止，統治時間前後共22年。以反清復明為志的鄭成功
1472,
1473,第二產業
1474,俄羅斯
1475,杜登
1476,[UNK]總能量
1477,放棄了計劃經濟而提出了「社會主義市場經濟
1478,曹議金
1479,新幾內亞
1480,正德十一年
1481,段思平
1482,奧地利
1483,喜馬拉雅山
1484,莫萊-明托改革
1485,沙俄軍隊
1486,200萬立方公尺
1487,黑龍江
1488,1992年
1489,維多利中心
1490,
1491,蔣中正
1492,大和國
1493,佛教
1494,頻率理論難以解釋人而對聲音頻率的分析
1495,無性生殖
1496,
1497,為免兩國爆發戰爭
1498,巴塞隆納奧運
1499,細毛
1500,阿拉巴馬州
1501,猴祭
1502,戰鬥機
1503,
1504,客車整備
1505,1980年
1506,1967年
1507,納戈爾諾-卡拉巴赫自治權
1508,產生後代時，可以篩選基因的存在。來自第一代的所有後代對於插入的基因將是雜合的，並且必須交配在一起以產生純合動物。進一步的測試使用[UNK]，南方墨點法
1509,路易斯一世
1510,時代》
1511,極權主義
1512,斯特-立陶夫斯克條約》
1513,路易·勒沃
1514,美國
1515,巡航
1516,恩域塔球場。初期的曼諾球場只是一片草地，直至1893年9月，阿森納首次踢聯賽時，便增加了看台和座位。除了1894-95賽季外，他們在曼諾球場
1517,東吳
1518,愛德華一世
1519,沒有花瓣，也很難看到雄蕊雌蕊，它們都由稻花的內外穎保護著。稻在自體授粉
1520,民國二年
1521,想取快錢
1522,獻縣張莊
1523,蓋茲
1524,陸秀夫
1525,福建人，佔40%，香港的主體為廣東人
1526,東歐社會主義國家經濟衰退、民族主義復活與東歐劇變，南斯拉夫各民族之間的矛盾逐漸激化。民族間的不和及分裂，伴隨著暴力的排斥其他民族的行為逐漸升級。在此之後，南斯拉夫聯邦走向解體。從南斯拉夫獨立出來的新國家之間因民族問題產生了一系列的暴力衝突，並發展為南斯拉夫內戰
1527,《塘沽協定》
1528,烏蘭烏德
1529,1897年
1530,巴拉克·歐巴馬
1531,2008年1月27日
1532,生活空間的不足
1533,決策局
1534,杭州[UNK]橋機場
1535,阿拉里克
1536,建議
1537,
1538,國家歷史文化名城
1539,衛奕信
1540,非歐幾里得幾何
1541,2009年
1542,文峰塔
1543,忽必烈
1544,保靖縣，東臨吉首市，南界鳳凰縣，西部和重慶秀山土家族苗族自治縣、貴州松桃苗族自治縣相連。2004年花垣縣
1545,
1546,惠金斯原理
1547,松花江
1548,工大學
1549,美國國會兩院之一，另一院為參議院。美國各州在眾議院中擁有的席位比例以人口為基準，但至少會有一名議員。院內議員總數經法律明定為435名。眾議員任期兩年
1550,2010年
1551,推行漢法以維護其典章制度
1552,
1553,許蘭亭
1554,烏里雅蘇臺將軍
1555,聖西門主義
1556,日治時期
1557,蔡[UNK]
1558,德國
1559,《刑部大理寺狀》
1560,新南威爾斯州
1561,太陽運動
1562,聖方濟·沙勿略
1563,羅馬共和國時期
1564,細毛
1565,韓國
1566,錫克廟
1567,圖西族
1568,最後一次
1569,五個
1570,張三祿
1571,15世紀
1572,電影的舞台劇
1573,孫堅
1574,高血壓
1575,劉裕
1576,中國郵政「政企分開、郵儲分離、完善機制」的體制改革方案
1577,保護環境
1578,城市物質形態
1579,環境保護主義
1580,773年
1581,懷柔區
1582,七間
1583,民間反應不佳
1584,光緒十年
1585,中國大陸
1586,希臘語
1587,奧地利
1588,自動去極化過程
1589,加拿大
1590,七個
1591,安定
1592,奧地利
1593,乾旱
1594,愷撒
1595,新北市
1596,甲午戰爭
1597,普羅蒂奇辭職，中立的米倫科·韋斯尼奇接任
1598,1910年
1599,捷克語
1600,1935年
1601,《英華字典》
1602,8.6%
1603,袁晁
1604,巴西
1605,歐洲聯盟委員會
1606,天壇建築
1607,日本再次計劃
1608,加加林
1609,七年戰爭
1610,
1611,咖啡因中毒
1612,國民政府
1613,漢江
1614,有毒
1615,狄托主義
1616,財務部
1617,1995年
1618,射擊斷續器
1619,5位
1620,芽孢炭疽桿菌
1621,1945年
1622,北宋
1623,《風雲人物》
1624,56%
1625,果敢
1626,英國
1627,耶穌會
1628,二戰
1629,鐵鉉
1630,夏曼
1631,《義勇軍進行曲
1632,蓄奴州
1633,卡洛·埃馬努埃萊一世
1634,郭沫若
1635,遊牧民族
1636,先來後到的土地分配衝突
1637,分子雲
1638,貝加爾湖
1639,厄德
1640,
1641,儒教興盛
1642,巴夏禮拒收
1643,克里斯蒂安四世
1644,
1645,哈大客運專線
1646,亞熱帶常綠闊葉林，主要植物有山茶
1647,1947年
1648,德意志邦聯
1649,奧東·德拉羅什
1650,約翰·莫根
1651,耐腐蝕性
1652,咸豐二年
1653,咖啡因
1654,
1655,1972年
1656,怯薛
1657,汪精衛
1658,體育部
1659,單斜棱晶體
1660,齊燮元聯合江西和福建進攻皖系的盧永祥。10月戰爭結束後直系
1661,水牛城勇士
1662,孫中山
1663,七月初六
1664,賽丁泉天文台
1665,殖民政策
1666,
1667,
1668,16世紀
1669,潮濕
1670,配子
1671,胡安娜
1672,王平陵，民革的中央常委許聞天，歷史學家、文學家繆[UNK]，銅版畫家陳曉南
1673,佩德納萊斯河，德克薩斯州石牆郡
1674,皖系
1675,楚州人
1676,1964年
1677,1967年
1678,主人
1679,哲布尊丹巴
1680,劉毅
1681,將原「布政司署
1682,南卡羅來納州在1861年
1683,3月19日
1684,喃字
1685,安托萬·拉瓦錫
1686,伊斯蘭教
1687,壓力梯度
1688,周文公
1689,人民議院
1690,重要的財源
1691,盧安達法郎。截至2014年4月17日，盧安達法郎對美元的匯率為每680.48盧安達法郎
1692,皖浙贛獨立團
1693,德川家康
1694,經濟蕭條
1695,世族
1696,1853年
1697,東南亞
1698,民國34年
1699,1270年
1700,動力系統
1701,三個
1702,中山市
1703,蒙古帝國
1704,漢武帝
1705,江河級驅逐艦
1706,2017年
1707,21473平方公里
1708,傳教士
1709,大火
1710,世界氣象組織
1711,羅馬帝國位於歐亞大陸
1712,海河流域
1713,旭烈兀
1714,洋馬兒
1715,中國溧陽茶葉節
1716,全市綠化比例高
1717,收到十二道金牌班師回朝
1718,澳大利亞
1719,漢地
1720,民國三十六年
1721,7980年
1722,1962年
1723,青島海軍基地
1724,姑臧
1725,綠色窗口是日本各[UNK]鐵路公司
1726,烏蘭巴托
1727,維斯瓦河-奧得河攻勢
1728,西方遊客
1729,視網膜神經節細胞
1730,黎元洪
1731,迪群股份有限公司
1732,中華民國台灣
1733,第二次世界大戰
1734,1961年
1735,白光
1736,陳誠
1737,1966年
1738,奈特·麥克米蘭
1739,無佛像時代
1740,1977年
1741,白色
1742,自由聯合關係
1743,
1744,英國
1745,暫住證制度
1746,《劃一現行各道地方行政官廳組織令
1747,高朱蒙是在古朝鮮部落句麗的基礎上發展起來，於公元前27年建立朝鮮歷史上第一個封建主義國家。在主體史學中，高句麗為朝鮮的第二個國家主體
1748,第二次世界大戰
1749,蒸汽膨脹
1750,隋[UNK]帝
1751,副熱帶季風氣候區
1752,日本
1753,美國心臟學會
1754,大英帝國
1755,波你尼的《八篇書》
1756,英法
1757,阿爾薩斯-洛林
1758,路易十四
1759,合作派
1760,思覺失調症
1761,倫敦煙霧事件
1762,10個
1763,1990年代
1764,麻赫穆德·喀什噶里
1765,24%
1766,韓國佛教藝術風格深受中國影響。這個時期的佛教藝術得到國家資助而發展蓬勃，石窟庵與佛國寺就是最好的證明。高麗國
1767,後現代主義
1768,1828年
1769,布里昂·維伯成為了用戶網適度維基的釋出經理及其最活躍的開發者
1770,大會
1771,西安招待所
1772,公元前12年
1773,湯瑪斯傑佛遜
1774,安太歲習俗
1775,郵值標籤
1776,席哈克略皇帝
1777,1989年
1778,宙斯
1779,農耕節
1780,俄國革命
1781,德軍主力集中在東方戰線，發動香巴尼和阿杜瓦兩輪攻勢
1782,石勒
1783,
1784,敵我矛盾
1785,已知的現生種和已滅絕動物
1786,愷撒
1787,10
1788,會稽虞氏
1789,英國
1790,伽利略衛星中最靠近木星
1791,
1792,1993年
1793,外蒙古
1794,張聞天
1795,不再建立便宜
1796,法家
1797,五個
1798,通古斯地區過於偏遠
1799,安大略湖
1800,羅非魚
1801,世宗大王
1802,劉駿
1803,瑞詩凱詩結束峽谷河段
1804,浮動
1805,英國
1806,詹姆斯·史都華
1807,所有制社會主義改造
1808,
1809,法國
1810,1928年
1811,5個
1812,三原色的光：紅色、藍色和綠色按一定比例混合得到白光。光譜中所有可見光的混合
1813,曼哈頓
1814,清咸豐年間
1815,
1816,外省人
1817,北海道
1818,甲醇
1819,太祖王
1820,牛隻列印問題
1821,英國
1822,合作派
1823,中華人民共和國
1824,1591年
1825,1941年
1826,奧斯卡·赫特維希的數份有關海膽卵細胞受精作用的研究顯示，精子的細胞核會進到卵子的內部，並與卵子細胞核融合。首度闡釋了生物個體由單一有核細胞
1827,蒸汽膨脹
1828,發生十月革命
1829,俄羅斯
1830,為了維護毛的權威，仍然參與到以空前的高調呼籲對毛的個人崇拜
1831,板橋地方法院
1832,1943年
1833,多倫多市西臨密西沙加市，北鄰旺市和萬錦，東接皮克靈市。多倫多市
1834,拉丁文
1835,超過9倍太陽質量的大質量恆星會膨脹
1836,愛倫·坡
1837,無味無臭的非金屬，純的硫是黃色的晶體
1838,資產負債表
1839,德川家康
1840,日本
1841,矮星
1842,舉行網路投票
1843,南·韓國
1844,1789年
1845,哥廷根亨德爾國際音樂節
1846,泰勒斯
1847,32.8%
1848,斯特-立陶夫斯克條約
1849,鮑羅廷
1850,杜林
1851,金合歡
1852,13倍
1853,黃埔軍校
1854,《大唐三藏取經詩話》
1855,1932年
1856,1920年現代主義嶄露頭角
1857,雲南
1858,中國明清兩朝
1859,
1860,儒字
1861,曼努埃爾一世
1862,
1863,馬克思主義的興起引致俄國
1864,成熟階段
1865,求其放心
1866,波你尼
1867,1950年代
1868,羅伯特·波義耳
1869,湯·韋迪加
1870,托木斯克州
1871,傑弗里·德維爾阿杜安
1872,軍用航太；執行科學研究、經濟開發、工業生產等民用任務的航太活動，稱為民用航太；執行商業合同任務
1873,11.5萬人
1874,東亞一夫一妻多妾制
1875,腓特烈大帝
1876,義大利
1877,2000年
1878,1932年
1879,韓劇體現著韓國東西合璧混合文化
1880,路易-菲利普
1881,
1882,相聲
1883,《古魯·格蘭特·薩希卜》
1884,1865年
1885,周叔蓮
1886,1924年
1887,德國財政局
1888,30%
1889,楊宇霆
1890,法國
1891,詹姆斯·史都華
1892,周恩來
1893,金礪
1894,環境污染
1895,藍營
1896,國務會議
1897,洛厄爾天文台
1898,加拿大式雙打
1899,后妃傳
1900,中日甲午戰爭
1901,金門
1902,電氣化鐵路
1903,《十六國春秋》
1904,2006年
1905,中華民國實業部
1906,1973年4月，是中國人民解放軍防管時期。1966年5月，中央決定撤銷公安部隊，邊境防衛和管理任務交由中國人民解放軍擔負。第五次調整是1973年
1907,多倫多
1908,大學生的城市
1909,約翰·洛克菲勒
1910,1960年代末
1911,1596年
1912,托馬斯·亨特·摩根的果蠅遺傳、阿爾伯特·愛因斯坦的引力透鏡以及埃德溫·哈勃
1913,阮攸
1914,海膽卵細胞受精作用的研究顯示，精子的細胞核會進到卵子的內部，並與卵子細胞核融合。首度闡釋了生物個體由單一有核細胞發育
1915,議會制
1916,1977年
1917,東西伯利亞喇嘛教則例
1918,莫斯科
1919,五分之一
1920,《德意志語言正字大詞典》
1921,暴雪爐石傳說：魔獸英雄傳
1922,南肯辛頓博覽會路
1923,《渡假留香》
1924,日本
1925,硫酸
1926,奧匈帝國
1927,水門事件
1928,斯364線
1929,閻錫山
1930,1997年
1931,托爾金
1932,龍興之地
1933,中國政府因開放市場的需要
1934,阿伊努人
1935,十九世紀末，曾留學於西歐和俄國的學生、技術工人和藝術家將社會主義思想帶入南斯拉夫，並開始展開政治活動。1917年
1936,五倍
1937,風能
1938,艾森豪
1939,
1940,網球正拍擊球
1941,帕西瓦爾·洛厄爾
1942,二二八事件
1943,紅色
1944,澎湖
1945,二氧化硫
1946,理學
1947,1998年
1948,武隆縣
1949,毛澤東
1950,1949年
1951,高輻射
1952,維基媒體
1953,生物質
1954,1939年
1955,清朝末年
1956,安土桃山
1957,哲學原理
1958,2001年8月15日
1959,雲貴高原中部
1960,
1961,1455年
1962,鄧穎超
1963,代表宇宙秩序
1964,傳統音樂
1965,謝貴
1966,法國
1967,保加利亞
1968,恢復市場的功能，以邁向生產力理論
1969,北非
1970,中華民國政府
1971,進行缺氧新陳代謝
1972,淋巴液
1973,斷罰出征，並全征燒埋銀
1974,1901年
1975,二十六歲的生母慈禧皇太后掌權，而一直在母親慈禧太后的控制下，於十八歲
1976,混合糖
1977,農歷新年時吃元宵、年糕及蘿蔔糕；在端午節
1978,解體
1979,音速巡航
1980,1312年
1981,1970年
1982,颱風
1983,以色列
1984,無性別的宦官與宮女的結合
1985,兩個
1986,對日抗戰
1987,1989年
1988,元世祖
1989,天文學家
1990,毛澤東
1991,英國
1992,最高人民法院
1993,伊拉克戰爭
1994,中部科學園區
1995,台北市立體育場
1996,朱友貞乾化二年敦煌迎來一位新的統治者曹議金
1997,1945年
1998,1893年
1999,收容遣送制度
2000,中國國民黨
2001,《寂靜錢鍾書》
2002,狄拉克
2003,金黃飽滿
2004,移民實邊
2005,水軍
2006,黨
2007,
2008,劉少奇
2009,瑞士洛桑國際管理學院
2010,1950-1980
2011,著陸
2012,人權狀況
2013,丹尼爾奧爾特加
2014,幾何學
2015,二戰後的移民潮令多倫多的市郊衛星城鎮迅速增長，而為了更有效管理和協調土地和其他資源的分配，多倫多市和十二個周邊城鎮於1954年
2016,風之國度
2017,拜占庭
2018,阿格旺多傑
2019,首席的元老
2020,11世紀
2021,阿普列尤斯
2022,德國人
2023,總能量
2024,
2025,省務會議
2026,1610年1月7日
2027,荷蘭
2028,喬治亞共和國
2029,咸豐二年
2030,六四天安門事件
2031,定向天線
2032,通俗的
2033,低自轉速速的狀態由於角動量守恆，[UNK]一個轉動的物體會以增加自轉的速率來補償尺寸上的縮減，而絕大部分消散的角動量是經向外吹拂恆星風帶走的。無論如何，波霎的自轉是非常快速的，例如在蟹狀星雲核心的波霎，自轉速率為每秒30轉
2034,哭泣
2035,1948年
2036,1987年
2037,洪堡
2038,1847年
2039,唐睿宗
2040,1968年
2041,不動產
2042,歷史最為悠久
2043,林肯總統
2044,駿馬之邦
2045,元末民變
2046,歐亞大草原
2047,軍校任上尉特別官佐
2048,1599年
2049,3個
2050,
2051,吸引選票
2052,段祺瑞
2053,普魯士
2054,高句麗
2055,雅爾達協定
2056,溧陽
2057,學會部
2058,林肯總統
2059,科什圖尼察
2060,
2061,進步主義法案
2062,500毫升
2063,天文學家都相信恆星被固定在永恆的天球上，並且永遠不會變化。經由相約成俗，天文學
2064,民國四年
2065,蒙古人
2066,正德十一年
2067,橫紋肌。另外，心肌細胞互聯成網
2068,
2069,經濟學人智庫
2070,劉少奇
2071,旭烈兀得知蒙哥於南征南宋時去世
2072,瀧川
2073,莫高窟則位於敦煌城區東南方向的鳴沙山上，於1987年被列入世界遺產名錄。莫高窟
2074,電穿孔細胞
2075,決心儘早訪問中國
2076,
2077,1924年
2078,古希臘語
2079,標準化合約
2080,洋馬兒
2081,克勞狄二世
2082,1米
2083,彌次郎
2084,戀愛婚姻話題
2085,宜蘭段，由於坡度較高，通常貨運列車
2086,
2087,李察·賓特利質疑這些恆星為何沒有對太陽系施加萬有引力，艾薩克·牛頓
2088,非逃港者
2089,柏拉圖
2090,教法
2091,塔蘭托戰役
2092,納瓦拉
2093,阿爾卑斯山
2094,黃埔軍校
2095,
2096,劉[UNK]
2097,一億光年遠
2098,1995年
2099,紅矮星
2100,日語
2101,第五大城市
2102,19世紀
2103,草本
2104,涵元殿
2105,奧斯卡·赫特維希
2106,1971年
2107,漢諾瓦
2108,段祺瑞回任參謀總長兼陸軍總長。6月袁世凱病逝，黎元洪接任大總統，段祺瑞
2109,感染。另外若產婦有植入性胎盤情形，會增加此階段大量出血的風險。專家建議產後餵初乳，可以減少出血以及增強孩子免疫
2110,民國18年
2111,俄語名為薩哈林島
2112,1913年
2113,法國東部
2114,灣仔
2115,拉丁語
2116,長久生活
2117,畢達哥拉斯
2118,貝聿銘
2119,世界的中心
2120,第53
2121,愛德華一世
2122,法國籍
2123,一次世界大戰時期
2124,大量安眠藥
2125,史坦波中心
2126,《科學怪人》
2127,林登·貝恩斯·詹森
2128,
2129,日本
2130,布政司署
2131,江蘇淮安
2132,劉裕
2133,中共中央副主席
2134,毒氣
2135,連接子
2136,普洱專區
2137,保險
2138,英國倫敦溫布頓
2139,《皇明祖訓》
2140,2008年
2141,佐世保
2142,申城
2143,德川家
2144,河川
2145,岩石圈
2146,遠古時代
2147,聯邦儲備系統
2148,1925年
2149,1926年
2150,德國
2151,亞熱帶
2152,1966年
2153,古希臘
2154,《戡亂建國教育實施綱要》
2155,西南方言
2156,卡拉恰伊湖
2157,王藍
2158,南成旭
2159,
2160,光球層之上是恆星大氣層
2161,漢字
2162,絲綢之路
2163,5642米
2164,殺蟲劑中毒
2165,寮國
2166,產業工會聯合會
2167,積水潭
2168,薩繆爾
2169,南奧塞提亞自治區
2170,浮動匯率制度
2171,農業
2172,春夏交際多霧，秋天
2173,將兩國國界以黑龍江為基本界限劃清
2174,永興
2175,雲南省
2176,美國
2177,扶植農業
2178,陽邁二世
2179,艾瑪·史東
2180,一大批來自原第三帝國東部的難民想要在這個地緣遼闊的邦找到棲身之地
2181,聯邦在內戰中取勝
2182,玉泉北路
2183,1789年
2184,280天
2185,旅遊業
2186,柏拉圖
2187,質學院
2188,2007年
2189,國家歷史文化名城稱號
2190,維基媒體基金會
2191,
2192,亞穆納河
2193,非婚生
2194,孫中山
2195,「最佳演唱團體獎
2196,冊封
2197,防火能力
2198,精神醫學
2199,機炮
2200,山口鐵五郎
2201,
2202,性別演化
2203,第三心音可能出現在小孩、年輕的成人或懷孕晚期的女性身上。第四心音
2204,李白
2205,世襲制度
2206,韓國海關
2207,新疆
2208,2009年
2209,牛胃氣膨脹中得到啟示，將自家花園用來澆水
2210,南源玉帶河
2211,吠陀梵語
2212,東晉
2213,伸展台
2214,印第安納大學俱樂部
2215,雷達吸波收材料
2216,1950年代
2217,西緣
2218,農業
2219,東芝
2220,
2221,川本芳昭
2222,伊斯蘭教
2223,[UNK]糯
2224,商業貿易又極度萎縮
2225,管惟炎
2226,2002年
2227,620年
2228,民國2年
2229,
2230,現代主義
2231,天主教
2232,美利堅聯盟國
2233,克勞狄二世
2234,1949年
2235,1911年清朝滅亡，1915年
2236,數學科幻
2237,心室底壁組織
2238,東南亞
2239,湯瑪斯·勃蘭契特·瑞德
2240,周恩來
2241,空權
2242,[UNK]-51戰鬥機
2243,日本
2244,民國27年
2245,模擬別人的言行
2246,1897年
2247,李察·賓特利
2248,印尼
2249,康熙四十八年
2250,東晉門閥政治的地理格局，以荊州
2251,公共環境事務學院
2252,28個協商國有權表決和通過決議，而其他22個非協商國則只能列席會議
2253,克里米亞戰爭
2254,國防部空軍司令部
2255,北京
2256,1945年
2257,福松
2258,閉關鎖國
2259,1972年
2260,2013年
2261,拉丁字母
2262,佳木斯
2263,1918年
2264,太陽
2265,非金屬類材料
2266,基督教
2267,聯合國人權委員會
2268,庫里爾台大會
2269,氫
2270,頭
2271,賓夕法尼亞州大學
2272,環境污染
2273,穀類
2274,毛奇
2275,
2276,後代
2277,澳大利亞
2278,王白駒
2279,孫堅
2280,第一心音
2281,東晉
2282,非金屬材料構成，而必須以全金屬，尤其是高強度的鋁合金
2283,道格拉斯
2284,玉米
2285,東羅馬帝國
2286,五個
2287,民國25年
2288,松花江
2289,美國
2290,宋理宗
2291,哈雷彗星
2292,2008年
2293,南北韓高級別會談機制
2294,紅水河
2295,丹尼索瓦人
2296,斯芬·佩斯
2297,2013年
2298,告士打道
2299,下薩克森邦
2300,副熱帶濕潤氣候
2301,1200萬名
2302,督憲
2303,2007年
2304,29.48萬人
2305,1998年
2306,鞏高峰
2307,赤道
2308,12個
2309,西伯利亞
2310,櫻花大道
2311,焦爾達諾·布魯諾
